user_id,shift,role_group,cluster_id,assigned_at
CMT0267,Day,admin_staff,3,2026-06-05T07:40:54.261158+00:00
CSC0233,Day,admin_staff,0,2026-06-05T07:40:54.261158+00:00
DAR0388,Day,admin_staff,1,2026-06-05T07:40:54.261158+00:00
DDG0528,Day,admin_staff,2,2026-06-05T07:40:54.261158+00:00
DHG0533,Day,admin_staff,2,2026-06-05T07:40:54.261158+00:00
DHK0367,Day,admin_staff,1,2026-06-05T07:40:54.261158+00:00
DKR0027,Day,admin_staff,3,2026-06-05T07:40:54.261158+00:00
DSB0245,Day,admin_staff,2,2026-06-05T07:40:54.261158+00:00
EHD0024,Day,admin_staff,2,2026-06-05T07:40:54.261158+00:00
ELB0033,Day,admin_staff,2,2026-06-05T07:40:54.261158+00:00
EQT0195,Day,admin_staff,2,2026-06-05T07:40:54.261158+00:00
FAJ0523,Day,admin_staff,2,2026-06-05T07:40:54.261158+00:00
FSM0056,Day,admin_staff,2,2026-06-05T07:40:54.261158+00:00
FZM0318,Day,admin_staff,2,2026-06-05T07:40:54.261158+00:00
GAH0525,Day,admin_staff,2,2026-06-05T07:40:54.261158+00:00
GDH0108,Day,admin_staff,3,2026-06-05T07:40:54.261158+00:00
GJS0160,Day,admin_staff,2,2026-06-05T07:40:54.261158+00:00
GKN0168,Day,admin_staff,0,2026-06-05T07:40:54.261158+00:00
GLB0419,Day,admin_staff,1,2026-06-05T07:40:54.261158+00:00
GRP0277,Day,admin_staff,2,2026-06-05T07:40:54.261158+00:00
GSC0530,Day,admin_staff,2,2026-06-05T07:40:54.261158+00:00
HBS0255,Day,admin_staff,1,2026-06-05T07:40:54.261158+00:00
HHK0652,Day,admin_staff,1,2026-06-05T07:40:54.261158+00:00
HJA0779,Day,admin_staff,2,2026-06-05T07:40:54.261158+00:00
HMR0098,Day,admin_staff,1,2026-06-05T07:40:54.261158+00:00
HNC0074,Day,admin_staff,2,2026-06-05T07:40:54.261158+00:00
HWP0364,Day,admin_staff,3,2026-06-05T07:40:54.261158+00:00
IIG0772,Day,admin_staff,0,2026-06-05T07:40:54.261158+00:00
IIW0361,Day,admin_staff,1,2026-06-05T07:40:54.261158+00:00
ISB0256,Day,admin_staff,2,2026-06-05T07:40:54.261158+00:00
ISH0051,Day,admin_staff,2,2026-06-05T07:40:54.261158+00:00
ISR0021,Day,admin_staff,0,2026-06-05T07:40:54.261158+00:00
JBI0654,Day,admin_staff,0,2026-06-05T07:40:54.261158+00:00
JBP0651,Day,admin_staff,1,2026-06-05T07:40:54.261158+00:00
JKW0200,Day,admin_staff,1,2026-06-05T07:40:54.261158+00:00
JRA0522,Day,admin_staff,1,2026-06-05T07:40:54.261158+00:00
JRB0025,Day,admin_staff,2,2026-06-05T07:40:54.261158+00:00
JRR0769,Day,admin_staff,2,2026-06-05T07:40:54.261158+00:00
JUM0102,Day,admin_staff,1,2026-06-05T07:40:54.261158+00:00
JYB0262,Day,admin_staff,2,2026-06-05T07:40:54.261158+00:00
KDC0444,Day,admin_staff,2,2026-06-05T07:40:54.261158+00:00
KEM0113,Day,admin_staff,1,2026-06-05T07:40:54.261158+00:00
KJB0354,Day,admin_staff,2,2026-06-05T07:40:54.261158+00:00
KND0529,Day,admin_staff,2,2026-06-05T07:40:54.261158+00:00
KQW0164,Day,admin_staff,3,2026-06-05T07:40:54.261158+00:00
LAH0524,Day,admin_staff,0,2026-06-05T07:40:54.261158+00:00
LBG0407,Day,admin_staff,2,2026-06-05T07:40:54.261158+00:00
LED0656,Day,admin_staff,1,2026-06-05T07:40:54.261158+00:00
LGL0649,Day,admin_staff,1,2026-06-05T07:40:54.261158+00:00
LJR0253,Day,admin_staff,1,2026-06-05T07:40:54.261158+00:00
LLS0222,Day,admin_staff,0,2026-06-05T07:40:54.261158+00:00
LPW0767,Day,admin_staff,1,2026-06-05T07:40:54.261158+00:00
LRF0101,Day,admin_staff,1,2026-06-05T07:40:54.261158+00:00
LWH0180,Day,admin_staff,1,2026-06-05T07:40:54.261158+00:00
LXS0332,Day,admin_staff,2,2026-06-05T07:40:54.261158+00:00
MAH0438,Day,admin_staff,2,2026-06-05T07:40:54.261158+00:00
MAW0532,Day,admin_staff,2,2026-06-05T07:40:54.261158+00:00
MBH0527,Day,admin_staff,2,2026-06-05T07:40:54.261158+00:00
MDG0019,Day,admin_staff,0,2026-06-05T07:40:54.261158+00:00
MDG0657,Day,admin_staff,1,2026-06-05T07:40:54.261158+00:00
MEC0781,Day,admin_staff,2,2026-06-05T07:40:54.261158+00:00
MFW0646,Day,admin_staff,1,2026-06-05T07:40:54.261158+00:00
MKM0647,Day,admin_staff,2,2026-06-05T07:40:54.261158+00:00
MLW0296,Day,admin_staff,1,2026-06-05T07:40:54.261158+00:00
MMB0185,Day,admin_staff,1,2026-06-05T07:40:54.261158+00:00
MMS0241,Day,admin_staff,2,2026-06-05T07:40:54.261158+00:00
MNC0433,Day,admin_staff,1,2026-06-05T07:40:54.261158+00:00
MNP0290,Day,admin_staff,1,2026-06-05T07:40:54.261158+00:00
NBP0217,Day,admin_staff,2,2026-06-05T07:40:54.261158+00:00
NEB0371,Day,admin_staff,0,2026-06-05T07:40:54.261158+00:00
NSC0237,Day,admin_staff,2,2026-06-05T07:40:54.261158+00:00
ODB0151,Day,admin_staff,0,2026-06-05T07:40:54.261158+00:00
OXS0363,Day,admin_staff,0,2026-06-05T07:40:54.261158+00:00
PMF0768,Day,admin_staff,2,2026-06-05T07:40:54.261158+00:00
PTS0531,Day,admin_staff,1,2026-06-05T07:40:54.261158+00:00
RAP0653,Day,admin_staff,2,2026-06-05T07:40:54.261158+00:00
REB0123,Day,admin_staff,2,2026-06-05T07:40:54.261158+00:00
RJA0402,Day,admin_staff,2,2026-06-05T07:40:54.261158+00:00
RLH0358,Day,admin_staff,2,2026-06-05T07:40:54.261158+00:00
RPC0205,Day,admin_staff,0,2026-06-05T07:40:54.261158+00:00
RPW0026,Day,admin_staff,2,2026-06-05T07:40:54.261158+00:00
RVH0535,Day,admin_staff,2,2026-06-05T07:40:54.261158+00:00
SCJ0179,Day,admin_staff,2,2026-06-05T07:40:54.261158+00:00
SCL0022,Day,admin_staff,0,2026-06-05T07:40:54.261158+00:00
SCM0778,Day,admin_staff,0,2026-06-05T07:40:54.261158+00:00
SEN0534,Day,admin_staff,1,2026-06-05T07:40:54.261158+00:00
SGR0658,Day,admin_staff,1,2026-06-05T07:40:54.261158+00:00
SJS0323,Day,admin_staff,3,2026-06-05T07:40:54.261158+00:00
SOD0442,Day,admin_staff,2,2026-06-05T07:40:54.261158+00:00
SVM0770,Day,admin_staff,1,2026-06-05T07:40:54.261158+00:00
TCB0061,Day,admin_staff,2,2026-06-05T07:40:54.261158+00:00
TKP0210,Day,admin_staff,2,2026-06-05T07:40:54.261158+00:00
VSC0775,Day,admin_staff,2,2026-06-05T07:40:54.261158+00:00
VTL0314,Day,admin_staff,2,2026-06-05T07:40:54.261158+00:00
WKT0099,Day,admin_staff,2,2026-06-05T07:40:54.261158+00:00
WNR0091,Day,admin_staff,2,2026-06-05T07:40:54.261158+00:00
WWS0645,Day,admin_staff,1,2026-06-05T07:40:54.261158+00:00
XCJ0023,Day,admin_staff,0,2026-06-05T07:40:54.261158+00:00
XEJ0773,Day,admin_staff,1,2026-06-05T07:40:54.261158+00:00
YCL0650,Day,admin_staff,2,2026-06-05T07:40:54.261158+00:00
YSH0145,Day,admin_staff,1,2026-06-05T07:40:54.261158+00:00
AAC0610,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
AAP1919,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
AAP1942,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
AAR0641,Day,software_engineering,3,2026-06-05T07:40:54.261158+00:00
ABB0167,Day,software_engineering,3,2026-06-05T07:40:54.261158+00:00
ABK0481,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
ACC2773,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
ACF1806,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
ACS1921,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
ACV1946,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
ADM0158,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
ADM0765,Day,software_engineering,3,2026-06-05T07:40:54.261158+00:00
ADM2762,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
ADS0763,Day,software_engineering,3,2026-06-05T07:40:54.261158+00:00
ADV2467,Day,software_engineering,3,2026-06-05T07:40:54.261158+00:00
AEP1930,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
AGF0742,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
AGF1810,Day,software_engineering,3,2026-06-05T07:40:54.261158+00:00
AGS2462,Day,software_engineering,3,2026-06-05T07:40:54.261158+00:00
AHC0232,Day,software_engineering,3,2026-06-05T07:40:54.261158+00:00
AHH0495,Day,software_engineering,3,2026-06-05T07:40:54.261158+00:00
AHP0154,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
AIF1202,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
AJK0611,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
AJM0243,Day,software_engineering,3,2026-06-05T07:40:54.261158+00:00
AJQ0809,Day,software_engineering,3,2026-06-05T07:40:54.261158+00:00
AJS0616,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
AKB3530,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
AKC1929,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
AMM0734,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
APB1122,Day,software_engineering,3,2026-06-05T07:40:54.261158+00:00
ARB2515,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
ARM0076,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
ARV0704,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
ARW0818,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
ASW1918,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
ATP2680,Day,software_engineering,3,2026-06-05T07:40:54.261158+00:00
ATT1191,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
AUI2464,Day,software_engineering,3,2026-06-05T07:40:54.261158+00:00
AWH2466,Day,software_engineering,3,2026-06-05T07:40:54.261158+00:00
AXL0479,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
BAG2641,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
BBA1230,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
BCB2072,Day,software_engineering,3,2026-06-05T07:40:54.261158+00:00
BCC2536,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
BDR0510,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
BDW1459,Day,software_engineering,3,2026-06-05T07:40:54.261158+00:00
BGK0603,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
BGM1226,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
BJS0744,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
BJV2631,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
BLH3602,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
BLN0230,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
BNF1110,Day,software_engineering,3,2026-06-05T07:40:54.261158+00:00
BNH2692,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
BNS3233,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
BNS3594,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
BRC1811,Day,software_engineering,3,2026-06-05T07:40:54.261158+00:00
BRG3113,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
BVK1096,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
BXR3536,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
BXW1804,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
BZB3532,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
CAC0147,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
CAF1331,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
CAM2468,Day,software_engineering,3,2026-06-05T07:40:54.261158+00:00
CBM1814,Day,software_engineering,2,2026-06-05T07:40:54.261158+00:00
CCC0491,Day,software_engineering,3,2026-06-05T07:40:54.261158+00:00
CCF3529,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
CDD0127,Day,software_engineering,3,2026-06-05T07:40:54.261158+00:00
CDL2145,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
CGW0692,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
CIR1367,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
CJF1934,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
CJM0273,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
CJS1932,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
CKL3556,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
CLH0733,Day,software_engineering,3,2026-06-05T07:40:54.261158+00:00
CLM1874,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
CMD0613,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
CMM0764,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
CMR1470,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
CNT1188,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
CPC0724,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
CPR1800,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
CRE2652,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
CRP1186,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
CSL2055,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
CSP0483,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
CSR0612,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
CTH0626,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
CTH0737,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
CWC0490,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
DAB0166,Day,software_engineering,3,2026-06-05T07:40:54.261158+00:00
DAB2580,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
DAL1943,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
DBR1798,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
DEN0236,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
DEY2638,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
DFW1467,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
DGS1079,Day,software_engineering,3,2026-06-05T07:40:54.261158+00:00
DHM1476,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
DIA0731,Day,software_engineering,3,2026-06-05T07:40:54.261158+00:00
DJA0740,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
DJF0760,Day,software_engineering,3,2026-06-05T07:40:54.261158+00:00
DLM0608,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
DMD0486,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
DMH1232,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
DMR2518,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
DOT1898,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
DRB0202,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
DRB0756,Day,software_engineering,3,2026-06-05T07:40:54.261158+00:00
DSB2463,Day,software_engineering,3,2026-06-05T07:40:54.261158+00:00
ECM3591,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
EJM2690,Day,software_engineering,3,2026-06-05T07:40:54.261158+00:00
EMO0159,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
EMO2120,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
ERA0725,Day,software_engineering,3,2026-06-05T07:40:54.261158+00:00
ERD1235,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
ERF2472,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
ESB2629,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
EZP3568,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
FCE0695,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
FDM1933,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
FHM2067,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
FMT2152,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
FNR0635,Day,software_engineering,3,2026-06-05T07:40:54.261158+00:00
FYP1187,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
GAC2529,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
GBJ3604,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
GCH0735,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
GFJ2582,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
GJG1087,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
GMM0224,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
GNE1365,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
GOB3528,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
GPB2691,Day,software_engineering,3,2026-06-05T07:40:54.261158+00:00
GRY1398,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
GYM1926,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
GYS2461,Day,software_engineering,3,2026-06-05T07:40:54.261158+00:00
HAR3571,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
HBC0081,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
HBD1371,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
HDK0634,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
HDT0242,Day,software_engineering,3,2026-06-05T07:40:54.261158+00:00
HHF1995,Day,software_engineering,3,2026-06-05T07:40:54.261158+00:00
HHW2471,Day,software_engineering,3,2026-06-05T07:40:54.261158+00:00
HIF0482,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
HJW2646,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
HKH0204,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
HLO2756,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
HMG0642,Day,software_engineering,3,2026-06-05T07:40:54.261158+00:00
HMM2768,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
HMY0235,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
HNB2571,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
HSA2065,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
HSK0639,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
HUC1396,Day,software_engineering,3,2026-06-05T07:40:54.261158+00:00
HVR0633,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
IEG2687,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
IGB1902,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
IIM1947,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
IJC2459,Day,software_engineering,3,2026-06-05T07:40:54.261158+00:00
IKM1808,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
IOR0152,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
IPB1935,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
ISR1364,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
JAB2131,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
JBW2054,Day,software_engineering,3,2026-06-05T07:40:54.261158+00:00
JCC0736,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
JCM1803,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
JCW1332,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
JDB0738,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
JDM0165,Day,software_engineering,3,2026-06-05T07:40:54.261158+00:00
JGH0493,Day,software_engineering,3,2026-06-05T07:40:54.261158+00:00
JHF0480,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
JHH2770,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
JHP1799,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
JIG1936,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
JIP3170,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
JJH1389,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
JJY3112,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
JKD1115,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
JMH0617,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
JMV0602,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
JOB1328,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
JOR2627,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
JRB1080,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
JRB2741,Day,software_engineering,3,2026-06-05T07:40:54.261158+00:00
JSR1085,Day,software_engineering,3,2026-06-05T07:40:54.261158+00:00
JWM0484,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
KAA2150,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
KAH1820,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
KAH2460,Day,software_engineering,3,2026-06-05T07:40:54.261158+00:00
KBG1117,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
KBG2061,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
KCM3235,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
KCO1253,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
KCS0605,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
KDT1190,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
KEC2465,Day,software_engineering,3,2026-06-05T07:40:54.261158+00:00
KFG2735,Day,software_engineering,3,2026-06-05T07:40:54.261158+00:00
KGN0619,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
KHC2129,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
KJP1326,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
KJS0119,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
KJS1940,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
KKM0624,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
KPB1123,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
LAF1796,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
LAN1329,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
LBM0614,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
LBM2142,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
LCK1403,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
LDW0620,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
LDW1472,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
LFF1887,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
LFR0075,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
LHH2148,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
LKC1944,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
LNM1879,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
LRM1362,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
LRM1922,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
LTH1795,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
LXE2139,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
MBA1797,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
MBH1370,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
MBS1375,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
MCY0601,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
MDD1920,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
MDF1222,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
MDH1924,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
MDO0606,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
MDS0759,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
MGG0080,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
MHR0581,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
MJC1471,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
MJR0244,Day,software_engineering,3,2026-06-05T07:40:54.261158+00:00
MKC2767,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
MKO0749,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
MKR2138,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
MKW0157,Day,software_engineering,1,2026-06-05T07:40:54.261158+00:00
MMC1084,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
MMJ0070,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
MMW1927,Day,software_engineering,0,2026-06-05T07:40:54.261158+00:00
MNS1394,Day,software_engineering,3,2026-06-05T07:40:54.261158+00:00
